Name,Min_CPU_Speed,Recommended_CPU_Speed,Min_GPU_Memory,Recommended_GPU_Memory,Min_RAM,Recommended_RAM,Min_OS,Recommended_OS,Min_Storage,Recommended_Storage,Release_Date
Heat Signature,2.5,3.2,768,2048,8 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,0MB,0MB,9/21/2017
Dungeon No Dungeon,2.8,2.85,768,1024,2 GB,4 GB,Windows XP 32-bit,Windows 10 64-bit,5 GB,5 GB,2/5/2021
Hearthstone - Knights of the Frozen Throne,2.28,2.5,384,512,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,3 GB,3 GB,8/11/2017
Harvest Moon: Light of Hope,2.865,3.2,768,2048,4 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,1 GB,1 GB,11/14/2017
Hand Simulator,3.55,3.45,512,768,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,3.7 GB,3.7 GB,7/19/2017
Northgard,1,3.3,768,2048,1 GB,2 GB,Windows XP 32-bit,Windows 7 32-bit,0MB,0MB,3/7/2018
Halo Wars: Definitive Edition,2.7,2.85,1536,1024,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,12 GB,12 GB,4/20/2017
Creaks,2.95,2.95,1024,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4.5 GB,4.5 GB,7/22/2020
Hand of Fate 2,2.75,2.88,768,1024,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,11/7/2017
Crazy Simulator,2.8,2.4,256,320,0MB,0MB,Windows XP 32-bit,Windows 10 64-bit,0MB,0MB,2/7/2020
Craftopia,2.8,2.85,2048,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,9/4/2020
Hellion,2.75,3.6,2048,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 GB,2/24/2017
Craftlands Workshoppe,2.85,2.85,1024,1024,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,1 GB,1 GB,10/13/2020
Dude Simulator 3,3,3,1024,4096,1 GB,2 GB,Windows XP 32-bit,Windows 10 64-bit,0MB,0MB,8/28/2019
Dry Drowning,3.9,3.7,512,2560,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,8/2/2019
Dusk Diver,3.1,3.5,1536,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,10/23/2019
Drive Buy: Delivery Battle!,2.8,2.45,704,2560,2 GB,4 GB,Windows 10 32-bit,Windows 10 64-bit,1 GB,1 GB,3/12/2021
Dream Engines: Nomad Cities,3,3,2048,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,0,0,1/1/2021
Dream Cycle,3.05,3.4,4096,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,25 GB,25 GB,9/7/2021
Dread X Collection: The Hunt,2.2,2.9,1152,2048,4 GB,8 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,4/13/2021
MXGP Pro,3.05,3.6,2560,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,6/29/2018
Mutant Year Zero: Road to Eden,3.1,3.8,1792,4096,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 GB,12/4/2018
Murderous Pursuits,3.8,3.5,1024,4096,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,4/26/2018
Mulaka,2.85,2.665,1372,3584,4 GB,8 GB,Windows 7 64-bit,Windows 8 64-bit,3 GB,3 GB,2/27/2018
MotoGP™18,3.05,3.7,2560,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,6/7/2018
Gwent: The Witcher Card Game,3.2,3.6,1024,2048,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4.5 GB,4.5 GB,5/25/2017
Guts and Glory,2.2,3.2,2048,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,3 GB,10 GB,2/16/2017
Guild Wars 2: Path of Fire,2.2,2.215,256,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,25 GB,25 GB,9/22/2017
Guardians of the Galaxy - Episode 2 Under Pressure,2.7,3.3,1536,2048,3 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,6/6/2017
Guardians of the Galaxy - Episode 1 Tangled Up In Blue,3.3,3.3,1792,2048,6 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,5 GB,5 GB,4/18/2017
Mothergunship,3.25,3.35,2048,3584,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,7/17/2018
Groundhog Day: Like Father Like Son,3.65,3.65,7168,7168,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,9/17/2017
Grim Dawn: Ashes of Malmouth,2.5,3.2,1024,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,5 GB,5 GB,10/11/2017
Draw Rider 2,2.8,3.1,1536,1536,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,2/13/2019
Dragon Star Varnir,3.25,3.65,1536,3072,4 GB,8 GB,Windows XP 64-bit,Windows 10 64-bit,11 GB,11 GB,10/8/2019
DRAMAtical Murder,2.9,3.2,768,1536,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,4/7/2021
Dragon Quest XI S: Echoes Of An Elusive Age - Definitive Edition,3.05,3.15,1536,2048,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,40 GB,40 GB,12/4/2020
Dragon Call,2.85,3.15,1024,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,3 GB,1/18/2021
Moss,3.5,3.55,6144,8192,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,12 GB,12 GB,2/27/2018
Moonlighter,2.93,2.9,960,2048,4 GB,8 GB,Windows 7 64-bit,Windows 8 64-bit,2 GB,2 GB,5/29/2018
MonteCrypto: The Bitcoin Enigma,,,,,0,0,0,0,0,0,2/20/2018
Dragon's Dogma 2,,,,,0,0,0,0,0,0,1/1/2021
Giant Cop,3.65,3.9,4096,5120,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,0,5/30/2017
Monster Hunter World,3.35,3.45,2048,3584,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,20 GB,8/9/2018
Monster Energy Supercross - The Official Videogame,3.6,3.75,2560,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,2/13/2018
Getting Over It with Bennett Foddy,2.2,2.865,512,4096,2 GB,4 GB,Windows Vista 32-bit,Windows 10 64-bit,2 GB,2 GB,12/6/2017
Minit,2.6,2.1,256,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0,0,4/3/2018
Milanoir,2.75,2.35,384,256,1 GB,2 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,5/31/2018
Gold Rush: The Game,3.5,3.165,2048,4096,16 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,13 GB,13 GB,10/13/2017
Gigantic,2.05,3.1,192,512,1 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,8 GB,12 GB,7/20/2017
Get Even,3.15,3.7,2048,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,6/23/2017
Commandos 2: HD Remaster,3.3,3.75,1664,7168,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,1/24/2020
Dragon Age 4,3.55,3.3,4096,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,55 GB,55 GB,1/1/2021
Commander 85,3.55,3.05,2048,6144,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,9/30/2020
Combat Mission Shock Force 2,1.5,2.4,256,1024,4 GB,8 GB,Windows 7 32-bit,Windows 10 64-bit,10 GB,12 GB,8/25/2020
Combat Arms: The Classic,1.25,1.8,64,64,0MB,0MB,Windows 2000,Windows 10 64-bit,2 GB,2 GB,7/14/2020
Company of Crime,3.25,3.25,2560,2560,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,25 GB,25 GB,8/8/2020
DownStream: VR Whitewater Kayaking,3.65,3.3,4096,8192,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,8/28/2019
DOTA Underlords,2.8,3.35,1536,1536,4 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,7 GB,7 GB,6/10/2019
DOTA Auto Chess,2.5,3.2,768,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,1/4/2019
Door2:Key,2.85,3.15,512,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,6 GB,12/25/2019
DownWind,2.5,3.2,768,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,1/1/2021
Doors of Insanity,2.8,2.4,256,768,2 GB,2 GB,Windows XP 32-bit,Windows 10 64-bit,2 GB,2 GB,2/10/2021
Dorfromantik,2.8,2.45,512,1536,3 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,3/25/2021
Galaxy of Pen & Paper,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,7/27/2017
DOOM Eternal: The Ancient Gods Part 2,3.4,3.5,3584,7168,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,3/18/2021
Mesozoica,3.3,3.7,1536,3072,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,10 GB,1/2/2018
Command & Conquer Remastered Collection,2.8,3.5,1536,2048,4 GB,4 GB,Windows 8 64-bit,Windows 8 64-bit,32 GB,0,6/5/2020
Masters of Anima,3.45,3.8,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,4/10/2018
Metal Gear Survive,3.35,3.55,2048,2560,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,2/20/2018
Mega Man 11,2.65,2.9,2048,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,15 GB,10/3/2018
Gal Gun VR,3.7,3.7,4096,6144,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,8/9/2017
Full Throttle Remastered,2.25,1.1,704,1024,2 GB,3 GB,Windows 7 32-bit,Windows 7 32-bit,2.5 GB,2.5 GB,4/18/2017
Friday The 13th: The Video Game,3.165,3.55,1024,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,4 GB,4 GB,5/26/2017
Cloudpunk,3.6,3.15,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,4/23/2020
DodgeBlock,1.73,2.2,128,640,2 GB,1 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,6/1/2019
Clash: Mutants Vs Pirates,3.8,3.45,1792,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,30 GB,6/12/2020
Doctor Who: The Edge Of Time,3.65,3.4,4096,8192,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,5 GB,5 GB,11/12/2019
XDefiant,2.915,3.75,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,1/1/2022
WWE 2K22,3.45,3.8,5120,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,60 GB,60 GB,3/11/2022
Dont Cheat On Me,2.85,2.9,1024,2048,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,4 GB,4 GB,1/22/2021
Doctor Who: The Lonely Assassins,3.6,3.05,384,7168,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 GB,3/19/2021
Fugl,3.03,3.3,1536,6144,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,15 GB,25 GB,9/14/2017
DJMax Respect V,3.05,2.4,1024,1024,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,20 GB,12/19/2019
Disney Classic Games: Aladdin and The Lion King,2.965,3.3,1024,1536,2 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,10/29/2019
Discrepant,2.75,3.15,1792,3072,4 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,10 GB,10 GB,9/6/2019
Disco Elysium,3.45,3.9,768,5120,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,22 GB,22 GB,10/15/2019
Doki Doki Literature Club Plus!,2.2,3.2,768,2048,4 GB,4 GB,Windows 7 64-bit,Windows 7 64-bit,3 GB,3 GB,6/30/2021
Code Shifter,2.63,3.2,384,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,3 GB,3 GB,1/30/2020
"Warhammer 40,000: Shootas, Blood & Teef",2.85,2.85,640,1024,4 GB,8 GB,Windows 8 64-bit,Windows 8 64-bit,3 GB,3 GB,10/20/2022
Disjunction,2.53,3.15,960,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,2 GB,2 GB,1/28/2021
Dinosaur Fossil Hunter,2.9,3.65,4096,5120,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,15 GB,1/1/2021
Mary Skelter: Nightmares,2.5,3.2,768,1536,1 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,6 GB,6 GB,7/19/2018
Marvels Spider-Man,,,,,0,0,0,0,0,0,9/7/2018
Maelstrom (2018),3,3.15,1152,2048,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,7 GB,7 GB,4/11/2018
Madden NFL 19,3.9,3.9,2048,2048,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,49 GB,49 GB,8/10/2018
Lust for Darkness,3.2,3,2560,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,15 GB,15 GB,6/17/2018
Lucius 3,3.2,3.5,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,25 GB,25 GB,12/13/2018
Franchise Hockey Manager 4,1.25,2.8,256,320,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,10/6/2017
Dolmen,3.53,3.25,2048,2560,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,15 GB,20 GB,1/1/2021
Forza Motorsport 7,3.08,3.6,2048,4096,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,55 GB,55 GB,10/3/2017
Fortnite,2.45,2.8,512,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,20 GB,7/25/2017
Foxhole,2.5,3.2,768,2048,4 GB,6 GB,Windows 7 64-bit,Windows 7 64-bit,2 GB,2 GB,7/27/2017
Formula Fusion,3.1,3.75,1472,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,17 GB,17 GB,6/1/2017
For Honor,3.2,3.65,2048,2560,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,30 GB,30 GB,2/14/2017
Football Manager 2018,2.8665,2.615,512,1024,2 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,7 GB,7 GB,11/10/2017
Flight Sim World,3.7,3.5,4096,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,5/18/2017
Cities: Skylines - Sunset Harbor,3.13,3.35,960,2048,4 GB,6 GB,Windows XP 64-bit,Windows 7 64-bit,4 GB,4 GB,3/26/2020
Circadian City,2.8,2.8,768,768,2 GB,2 GB,Windows 7 32-bit,Windows 10 64-bit,1.2 GB,1.2 GB,10/1/2020
Chronos: Before the Ashes,3.5,3.5,2048,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,8 GB,8 GB,12/1/2020
Christmas Adventures: A Winter Nights Dream,1.3,2.8,512,512,0MB,0MB,Windows XP 64-bit,Windows 10 64-bit,0MB,0MB,12/22/2020
Chernobyl 1986,3.25,3.45,1024,3072,4 GB,4 GB,Windows 10 64-bit,Windows 10 64-bit,4 GB,4 GB,9/25/2020
Vampire: The Masquerade - Bloodlines 2,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2022
Dirt Rally 2.0,3.6,3.6,1024,8192,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,2/26/2019
Chicken Police,3.1,2.85,768,768,4 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,4.6 GB,4.6 GB,11/5/2020
"Warhammer 40,000: Darktide",2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,11/30/2022
"Warhammer 40,000: Chaos Gate - Daemonhunters",3.65,3.4,2560,7168,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 GB,5/5/2022
Voidtrain,3.3,3.3,2560,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,1/1/2022
Vampire The Masquerade: Bloodhunt,3.25,3.75,4096,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,20 GB,20 GB,4/27/2022
Direwolf,2.55,2.9,512,1024,2 GB,3 GB,Windows Vista 32-bit,Windows 10 64-bit,1 GB,1 GB,12/1/2019
Diablo 2 Resurrected,3.85,3.5,2048,5120,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,30 GB,30 GB,9/23/2021
Din's Legacy,2.8,2.73,768,768,0MB,0MB,Windows XP 32-bit,Windows 7 64-bit,0MB,0MB,8/28/2019
Digimon Story Cyber Sleuth: Complete Edition,3.6,3.5,512,2048,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4 GB,4 GB,10/18/2019
Diesel Brothers: Truck Building Simulator,3.2,3.45,2560,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,22 GB,22 GB,4/10/2019
Devour,3.5,3.45,2048,4096,6 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,4 GB,4 GB,1/28/2021
Devilated,3.35,3.8,7168,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,5 GB,1/30/2021
Devil Slayer - Raksasi,2.55,3.1,768,1024,4 GB,8 GB,Windows 7 32-bit,Windows 7 64-bit,1 GB,1 GB,4/22/2021
Destruction AllStars,,,,,0,0,0,0,0,0,1/1/2021
Descent (2019),2.5,3.45,2048,1024,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,20 GB,50 GB,12/31/2021
Demon Slayer: The Hinokami Chronicles,3.2,3.6,2560,2560,6 GB,6 GB,Windows 8 64-bit,Windows 10 64-bit,25 GB,25 GB,10/13/2021
Lost Sphear,2.15,2.5,512,1024,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,2 GB,2 GB,1/23/2018
Long Gone Days,2.5,3.2,768,2048,4 GB,4 GB,Windows Vista 32-bit,Windows 7 64-bit,10 GB,10 GB,3/29/2018
Little Nightmares - The Residence,2.7,3.165,1792,2048,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,10 GB,10 GB,2/22/2018
Life is Strange: Before the Storm Farewell,3.05,3.6,1024,1024,3 GB,6 GB,Windows 7 64-bit,Windows 10 64-bit,14 GB,14 GB,3/5/2018
Life Is Strange 2 - Episode 1,3.05,3.6,2048,3584,4 GB,6 GB,Windows 7 64-bit,Windows 10 64-bit,14 GB,14 GB,9/27/2018
Life is Feudal: MMO,2.95,3.7,2048,4096,8 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,90 GB,1/12/2018
Leisure Suit Larry: Wet Dreams Dont Dry,,,,,0,0,0,0,0,0,11/7/2018
Lego: The Incredibles,3,3.05,1024,1280,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,18 GB,18 GB,7/13/2018
Dice Legacy,3.4,3.55,1536,7168,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,2 GB,2 GB,9/9/2021
Flatout 4: Total Insanity,2.7,3.3,1024,3584,4 GB,8 GB,Windows 7 32-bit,Windows 10 64-bit,10 GB,10 GB,4/4/2017
Fire Pro Wrestling World,2.5,3.2,768,2048,4 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,4 GB,10 GB,12/18/2017
Finding Paradise,1.63,2.1,320,640,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,0MB,0MB,12/14/2017
Final Fantasy XIV: Stormblood,3.1,3.05,1536,4096,4 GB,8 GB,Windows 7 32-bit,Windows 10 64-bit,60 GB,60 GB,6/30/2017
FIFA 18,3.25,3.6,1536,2048,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,50 GB,50 GB,9/29/2017
Fate/Extella: The Umbral Star,3.3,3.1,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,5 GB,5 GB,7/25/2017
UFL,,,,,0,0,0,0,0,0,1/1/2022
Two Point Campus,3.95,3.45,2048,3584,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,6 GB,6 GB,8/9/2022
Total War: Warhammer 3,3.5,3.4,1024,6144,6 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,120 GB,120 GB,2/17/2022
Tiny Tina's Wonderlands,3.7,3.4,3072,7168,6 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,75 GB,75 GB,3/25/2022
Thief Simulator 2,3.4,3.45,1024,7168,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,7 GB,7 GB,1/1/2022
The Wayward Realms,2.95,4.05,1664,6144,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2022
Dicey Dungeons,2.75,2.75,1024,1024,4 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,1 GB,1 GB,8/13/2019
Devotion,3.25,3.45,2048,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,2/19/2019
Devil May Cry 5 (2019),3.35,4.05,2048,7168,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,35 GB,35 GB,3/8/2019
Destiny 2 - Shadowkeep,3.85,3.35,2048,6144,6 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,105 GB,105 GB,10/1/2019
Demon's Tilt,3.65,3.55,2560,8192,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,8 GB,12/13/2019
Deliver Us The Moon,2.915,3.45,1024,4096,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,10 GB,10 GB,10/10/2019
Degrees of Separation,2.5,2.665,768,3584,2 GB,6 GB,Windows 7 32-bit,Windows 10 64-bit,3 GB,3 GB,2/14/2019
Decay of Logos,3.6,3.4,2048,2048,4 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,3 GB,3 GB,8/30/2019
Deepest Sword,2.5,3.2,768,1536,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,1 GB,1 GB,6/9/2021
Deaths Door,3.15,3.7,1664,5120,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,5 GB,20 GB,7/20/2021
Deathly Stillness,3.15,3.2,2048,7168,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,4 GB,4 GB,9/4/2021
Deathgarden: Bloodharvest,3.2,3.75,2560,7168,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,20 GB,20 GB,5/30/2019
Deathloop,3,3.65,7168,7168,12 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,30 GB,30 GB,9/14/2021
Demeo,3.65,3.6,4096,8192,8 GB,16 GB,Windows 10 64-bit,Windows 10 64-bit,3 GB,3 GB,5/6/2021
Death Stranding: Director's Cut,3.15,3.3,3072,7168,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,80 GB,80 GB,1/1/2021
Deadstick - Bush Flight Simulator,3.3,3.8,4096,4096,8 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,40 GB,40 GB,1/1/2021
Deadly Premonition 2: A Blessing in Disguise,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2021
Dead Static Drive,2.5,,1280,,8 GB,0,Windows 7 64-bit,0,3 GB,0,1/1/2021
Dead Island 2,2.915,3.75,2048,7168,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,1/1/2021
Lego DC Super-Villains,3.3,3.4,1024,2560,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,16 GB,16 GB,10/16/2018
Kobold: Chapter 1,3.45,3.4,5120,8192,16 GB,32 GB,Windows 10 64-bit,Windows 10 64-bit,16 GB,16 GB,11/14/2018
Kingdom Two Crowns,2.9,3.65,1536,1024,2 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,4 GB,4 GB,12/11/2018
Kingdom Come: Deliverance,3.15,3.7,2048,5120,8 GB,16 GB,Windows 7 64-bit,Windows 7 64-bit,40 GB,40 GB,2/13/2018
Killer7,,,,,0,0,0,0,0,0,11/15/2018
Katamari Damacy Reroll,2.5,3.2,768,1536,2 GB,4 GB,Windows 7 32-bit,Windows 7 64-bit,10 GB,10 GB,12/7/2018
Just Cause 4,3.3,3.3,2048,8192,8 GB,16 GB,Windows 7 64-bit,Windows 10 32-bit,59 GB,59 GB,12/4/2018
Farmer's Dynasty,2.25,2.85,1536,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 32-bit,8 GB,8 GB,12/17/2017
Fallout 4 VR,3,4.05,4096,6144,8 GB,8 GB,Windows 10 64-bit,Windows 10 64-bit,40 GB,40 GB,12/12/2017
Fable Fortune,3.2,3.6,1024,2048,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,4.5 GB,4.5 GB,7/25/2017
F1 2017,3.265,3.5,1024,6144,8 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,30 GB,30 GB,8/25/2017
Expeditions: Viking,2.73,3.45,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 10 64-bit,12 GB,12 GB,4/27/2017
Jurassic World Evolution - Secrets of Dr Wu,3.3,3.7,1536,3072,8 GB,12 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,11/20/2018
Everything,1.63,1.95,320,256,1 GB,2 GB,Windows XP 32-bit,Windows XP 32-bit,1 GB,1 GB,4/21/2017
Europa Universalis IV: Cradle of Civilization,1.2,2.615,384,384,2 GB,2 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,11/16/2017
Euro Truck Simulator 2 - Italia,2.4,3,192,1024,2 GB,4 GB,Windows XP 32-bit,Windows 7 64-bit,2 GB,2 GB,12/5/2017
Epic Tavern,3.35,3.45,768,6144,4 GB,16 GB,Windows 7 64-bit,Windows 10 64-bit,5 GB,7 GB,9/13/2017
Endless Space 2 - Dark Matter,3.15,3.55,1024,2048,4 GB,8 GB,Windows 7 64-bit,Windows 7 64-bit,8 GB,8 GB,5/6/2021
Carto,2.8,2.8,640,640,4 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,2 GB,2 GB,10/27/2020
Carrion,3.35,3.2,1152,2048,1 GB,4 GB,Windows 7 32-bit,Windows 10 64-bit,0MB,0MB,7/23/2020
Cardpocalypse,3,2.4,1024,1024,4 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,0MB,0MB,10/12/2020
Cardboard Ground,2.8,2.8,256,320,2 GB,4 GB,Windows 7 64-bit,Windows 10 64-bit,0MB,0MB,1/28/2020
